metascore,name,console,userscore,date
87,SteamWorld Heist,WIIU,7.9,"Oct 20, 2016"
87,Pro Evolution Soccer 2017,XONE,6,"Sep 13, 2016"
87,Titanfall 2,XONE,8.3,"Oct 28, 2016"
93,Persona 4 Golden,VITA,8.9,"Nov 20, 2012"
87,Dead Space 2,PC,8.4,"Jan 25, 2011"
87,Rayman Origins,PS3,8.4,"Nov 15, 2011"
87,Pokemon Black Version,DS,7.6,"Mar 6, 2011"
87,Rayman Origins,X360,8.2,"Nov 15, 2011"
86,Bastion,PC,8.5,"Aug 16, 2011"
86,Radiant Silvergun,X360,8.3,"Sep 14, 2011"
86,Crysis 2,PC,6.8,"Mar 22, 2011"
86,Mortal Kombat,X360,8.3,"Apr 19, 2011"
86,NHL 12,PS3,7.5,"Sep 13, 2011"
84,Moonlighter,XONE,7.5,"May 29, 2018"
88,Cuphead,PC,8.3,"Sep 29, 2017"
88,Okami HD,XONE,8.3,"Dec 12, 2017"
88,SteamWorld Dig 2,Switch,8.6,"Sep 21, 2017"
88,Cave Story +,Switch,7.8,"Jun 20, 2017"
88,Night in the Woods,PC,7.7,"Feb 21, 2017"
88,Nex Machina: Death Machine,PS4,8.1,"Jun 20, 2017"
88,Nioh,PS4,8.6,"Feb 7, 2017"
87,Stardew Valley,Switch,8.7,"Oct 5, 2017"
87,Final Fantasy XIV: Stormblood,PC,8.1,"Jun 20, 2017"
87,Odin Sphere Leifthrasir,PS4,8.2,"Jun 7, 2016"
87,Forza Horizon 3: Blizzard Mountain,XONE,7.7,"Dec 13, 2016"
87,INSIDE,PC,8.6,"Jul 7, 2016"
87,XCOM 2,XONE,7.6,"Sep 27, 2016"
87,Hex: Shards of Fate,PC,6.4,"Jan 26, 2016"
86,Forza Horizon 3,PC,6.8,"Sep 27, 2016"
86,The Witness,XONE,6.7,"Sep 13, 2016"
86,DiRT Rally,XONE,8,"Apr 5, 2016"
96,Grand Theft Auto V,PC,7.7,"Apr 14, 2015"
93,Mass Effect 3,X360,5.9,"Mar 6, 2012"
93,Mass Effect 3,PS3,5.6,"Mar 5, 2012"
92,The Walking Dead: A Telltale Games Series,X360,8.6,"Apr 27, 2012"
92,Journey,PS3,8.8,"Mar 13, 2012"
92,Xenoblade Chronicles,WII,9.2,"Apr 6, 2012"
91,Dishonored,PC,8.4,"Oct 8, 2012"
91,Borderlands 2,PS3,8.2,"Sep 18, 2012"
91,Mark of the Ninja,PC,8,"Oct 16, 2012"
86,Street Fighter III: Third Strike Online Edition,X360,7.3,"Aug 24, 2011"
86,Street Fighter III: Third Strike Online Edition,PS3,7.2,"Aug 23, 2011"
86,Dance Central 2,X360,8.2,"Oct 25, 2011"
86,Bastion,X360,8.5,"Jul 20, 2011"
86,DiRT 3,PC,7,"May 23, 2011"
86,Fight Night Champion,X360,7.4,"Mar 1, 2011"
86,NHL 12,X360,7,"Sep 13, 2011"
86,Battlefield 3: Back to Karkand,PC,7.2,"Dec 13, 2011"
87,Injustice 2,PS4,8.1,"May 16, 2017"
87,Night in the Woods,PS4,7.2,"Feb 21, 2017"
87,Okami HD,PS4,8.1,"Dec 12, 2017"
87,Hollow Knight,PC,8.8,"Feb 24, 2017"
87,Enter the Gungeon,Switch,8,"Dec 14, 2017"
87,Raw Data,PC,6.6,"Oct 5, 2017"
87,Wolfenstein II: The New Colossus,PS4,7.5,"Oct 27, 2017"
87,Zero Escape: The Nonary Games,PS4,8,"Mar 24, 2017"
86,Killer Instinct Season 3,XONE,6.7,"Mar 29, 2016"
86,Stardew Valley,PS4,7.8,"Dec 13, 2016"
86,Rise of the Tomb Raider,PC,7.9,"Jan 28, 2016"
86,Total War: WARHAMMER,PC,7.3,"May 24, 2016"
86,Picross 3D: Round 2,3DS,7.6,"Sep 1, 2016"
86,Gears of War 4,PC,6.7,"Oct 11, 2016"
86,Guilty Gear Xrd -REVELATOR-,PS4,8.1,"Jun 7, 2016"
95,Metal Gear Solid V: The Phantom Pain,XONE,7.4,"Sep 1, 2015"
93,The Witcher 3: Wild Hunt,PC,9.3,"May 18, 2015"
93,Metal Gear Solid V: The Phantom Pain,PS4,8.2,"Sep 1, 2015"
92,Journey,PS4,8.4,"Jul 21, 2015"
92,Bloodborne,PS4,8.9,"Mar 24, 2015"
92,The Witcher 3: Wild Hunt,PS4,9.2,"May 19, 2015"
91,Far Cry 3,X360,8.6,"Dec 4, 2012"
90,Far Cry 3,PS3,8.5,"Dec 4, 2012"
90,Trials Evolution,X360,8,"Apr 18, 2012"
90,Mark of the Ninja,X360,7.4,"Sep 7, 2012"
90,Okami HD,PS3,8.9,"Oct 30, 2012"
90,XCOM: Enemy Unknown,X360,8.3,"Oct 9, 2012"
90,Guild Wars 2,PC,8.1,"Aug 28, 2012"
85,Radiant Historia,DS,8.5,"Feb 22, 2011"
85,Plants vs. Zombies,PS3,7.9,"Feb 8, 2011"
85,Super Street Fighter IV: 3D Edition,3DS,8,"Mar 27, 2011"
85,Battlefield 3,PS3,7.5,"Oct 25, 2011"
85,Crysis 2,PS3,7.2,"Mar 22, 2011"
85,The Legend of Zelda: Four Swords Anniversary Edition,DS,7.4,"Sep 28, 2011"
85,Marvel vs. Capcom 3: Fate of Two Worlds,X360,7.1,"Feb 15, 2011"
85,Frozen Synapse,PC,7.6,"May 26, 2011"
85,NBA Jam: On Fire Edition,X360,7.4,"Oct 5, 2011"
87,Axiom Verge,Switch,8.4,"Oct 5, 2017"
87,Destiny 2,XONE,4.3,"Sep 6, 2017"
87,Total War: WARHAMMER II,PC,7.5,"Sep 28, 2017"
87,Forza Horizon 3: Hot Wheels,XONE,7.4,"May 9, 2017"
86,Thumper,XONE,5.1,"Aug 18, 2017"
86,Rocket League,Switch,8.2,"Nov 14, 2017"
86,F1 2017,PS4,7.8,"Aug 25, 2017"
86,Cuphead,XONE,8.5,"Sep 29, 2017"
86,Pillars of Eternity: Complete Edition,XONE,7.7,"Aug 29, 2017"
86,Sky Force Reloaded,XONE,6.5,"Dec 1, 2017"
86,Dishonored 2,PC,6.7,"Nov 10, 2016"
86,F1 2016,PC,7.7,"Aug 19, 2016"
86,Pony Island,PC,7.3,"Jan 4, 2016"
86,Titanfall 2,PC,8.2,"Oct 28, 2016"
86,Dying Light: The Following,XONE,8.2,"Feb 9, 2016"
86,Day of the Tentacle Remastered,PC,7.9,"Mar 21, 2016"
86,Fire Emblem Fates: Birthright,3DS,7.3,"Feb 19, 2016"
86,The Legend of Zelda: Twilight Princess HD,WIIU,8.4,"Mar 4, 2016"
85,Monster Hunter Generations,3DS,8,"Jul 15, 2016"
85,DiRT Rally,PS4,8,"Apr 5, 2016"
85,Crypt of the NecroDancer,PS4,6.7,"Feb 2, 2016"
92,Undertale,PC,8.3,"Sep 15, 2015"
91,The Witcher 3: Wild Hunt,XONE,9.2,"May 19, 2015"
91,Metal Gear Solid V: The Phantom Pain,PC,7.8,"Sep 1, 2015"
90,Shovel Knight,PS4,7.6,"Apr 21, 2015"
90,Mario Kart 8 DLC Pack 2,WIIU,8.9,"Apr 23, 2015"
90,Tales From The Borderlands: Episode 5 - The Vault of the Traveler,PS4,8,"Oct 20, 2015"
90,The Witcher 3: Wild Hunt - Hearts of Stone,PS4,8.7,"Oct 12, 2015"
89,The Witcher 3: Wild Hunt - Hearts of Stone,PC,9,"Oct 13, 2015"
89,The Legend of Zelda: Majora's Mask 3D,3DS,8.9,"Feb 13, 2015"
89,Pillars of Eternity,PC,8.3,"Mar 26, 2015"
89,3D Gunstar Heroes,3DS,7.9,"Aug 20, 2015"
89,Dark Souls II: Scholar of the First Sin,XONE,7.7,"Apr 7, 2015"
90,FIFA Soccer 13,X360,6.2,"Sep 25, 2012"
90,NBA 2K13,PS3,8,"Oct 2, 2012"
89,Borderlands 2,X360,8.3,"Sep 18, 2012"
89,XCOM: Enemy Unknown,PS3,8.2,"Oct 9, 2012"
89,The Walking Dead: A Telltale Games Series,PC,8.7,"Apr 24, 2012"
89,Fez,X360,6.2,"Apr 13, 2012"
89,The Walking Dead: Episode 5 - No Time Left,PC,8.8,"Nov 21, 2012"
89,Borderlands 2,PC,8.2,"Sep 17, 2012"
89,Dishonored,PS3,7.9,"Oct 9, 2012"
89,XCOM: Enemy Unknown,PC,8.2,"Oct 8, 2012"
85,Mario Kart 7,3DS,8.3,"Dec 4, 2011"
85,Trine 2,X360,7.3,"Dec 21, 2011"
85,Trine 2,PS3,7.2,"Dec 20, 2011"
85,Tiger Woods PGA Tour 12: The Masters,WII,6.4,"Mar 29, 2011"
85,Star Wars: The Old Republic,PC,5.9,"Dec 20, 2011"
84,Saints Row: The Third,PC,8.1,"Nov 14, 2011"
84,Crysis 2,X360,7.5,"Mar 22, 2011"
84,SpaceChem,PC,8.5,"Mar 2, 2011"
84,Might & Magic: Clash of Heroes,PS3,7.9,"Apr 12, 2011"
84,Beyond Good & Evil HD,X360,8.5,"Mar 2, 2011"
86,Thimbleweed Park,PS4,7.4,"Aug 22, 2017"
86,Minecraft: Switch Edition,Switch,7.2,"May 11, 2017"
86,Resident Evil 7: biohazard,XONE,7.6,"Jan 24, 2017"
86,Final Fantasy XII: The Zodiac Age,PS4,8.3,"Jul 11, 2017"
86,Wolfenstein II: The New Colossus,PC,6.7,"Oct 27, 2017"
86,Sonic Mania,PS4,8.4,"Aug 15, 2017"
86,Resident Evil 7: biohazard,PS4,7.8,"Jan 24, 2017"
86,PlayerUnknown's Battlegrounds,PC,4.5,"Dec 20, 2017"
86,Observer,XONE,7.6,"Aug 15, 2017"
86,Robo Recall,PC,7.6,"Mar 1, 2017"
86,West of Loathing,PC,7.7,"Aug 10, 2017"
85,Hearthstone: Whispers of the Old Gods,PC,5.4,"Apr 26, 2016"
85,Firewatch,XONE,4.3,"Sep 21, 2016"
85,BlazBlue: Chrono Phantasma Extend,PC,7.4,"Mar 2, 2016"
85,DOOM,PS4,8.3,"May 13, 2016"
85,Shadow Tactics: Blades of the Shogun,PC,8.4,"Dec 6, 2016"
85,SUPERHOT VR,PC,6.8,"Dec 5, 2016"
85,Pro Evolution Soccer 2017,PS4,7.4,"Sep 13, 2016"
85,F1 2016,XONE,7.8,"Aug 19, 2016"
85,Thumper,PC,7.7,"Oct 10, 2016"
85,Assault Android Cactus,PS4,6.7,"Mar 8, 2016"
85,Mortal Kombat XL,PS4,7.8,"Mar 1, 2016"
89,3D Streets of Rage II,3DS,7.4,"Jul 23, 2015"
89,Bastion,PS4,7.8,"Apr 7, 2015"
89,Destiny: The Taken King,XONE,5.2,"Sep 15, 2015"
88,Fallout 4,XONE,6.4,"Nov 10, 2015"
88,Nuclear Throne,PC,7.6,"Dec 5, 2015"
88,Super Mario Maker,WIIU,8.8,"Sep 11, 2015"
88,Divinity: Original Sin Enhanced Edition,XONE,7.7,"Oct 27, 2015"
88,Kerbal Space Program,PC,8.2,"Apr 27, 2015"
88,Divinity: Original Sin Enhanced Edition,PS4,8,"Oct 27, 2015"
88,Ori and the Blind Forest,XONE,8.6,"Mar 11, 2015"
88,Starcraft II: Legacy of the Void,PC,8.3,"Nov 10, 2015"
88,The Talos Principle,PS4,8.2,"Oct 13, 2015"
89,Mass Effect 3,PC,5.7,"Mar 6, 2012"
89,Dark Souls: Artorias of the Abyss,X360,8.6,"Oct 23, 2012"
89,The Walking Dead: Episode 5 - No Time Left,X360,8.8,"Nov 21, 2012"
89,Colors! 3D,3DS,7.8,"Apr 5, 2012"
88,Dishonored,X360,7.9,"Oct 9, 2012"
88,Pinball FX 2: Marvel Pinball - Avengers Chronicles,X360,7.5,"Jun 20, 2012"
88,Zero Escape: Virtue's Last Reward,3DS,8.8,"Oct 23, 2012"
88,Far Cry 3,PC,8.3,"Dec 4, 2012"
88,Rayman Origins,VITA,8.4,"Feb 15, 2012"
88,Torchlight II,PC,8.5,"Sep 20, 2012"
84,Fight Night Champion,PS3,7.3,"Mar 1, 2011"
84,God of War: Origins Collection,PS3,8.5,"Sep 13, 2011"
84,Top Spin 4,X360,8.2,"Mar 15, 2011"
84,Battlefield 3,X360,7.5,"Oct 25, 2011"
84,Outland,X360,7.4,"Apr 27, 2011"
84,Super Street Fighter IV: Arcade Edition,PC,7.7,"Jul 7, 2011"
84,Football Manager 2012,PC,7.9,"Oct 20, 2011"
84,Unity of Command,PC,7.1,"Nov 15, 2011"
84,Marvel vs. Capcom 3: Fate of Two Worlds,PS3,7.3,"Feb 15, 2011"
84,Resident Evil 4 HD,PS3,8.5,"Sep 20, 2011"
86,DiRT 4,XONE,6.6,"Jun 6, 2017"
86,Guilty Gear Xrd: Rev 2,PS4,7.9,"May 26, 2017"
86,Forza Motorsport 7,XONE,5.9,"Sep 29, 2017"
86,Sonic Mania,Switch,8.8,"Aug 15, 2017"
86,Injustice 2,PC,7.7,"Nov 14, 2017"
85,Thumper,Switch,7.7,"May 18, 2017"
85,Metroid: Samus Returns,3DS,8.9,"Sep 15, 2017"
85,Dragon Quest VIII: Journey of the Cursed King,3DS,8.7,"Jan 20, 2017"
85,Pillars of Eternity: Complete Edition,PS4,7.7,"Aug 29, 2017"
85,Ratchet & Clank,PS4,8.6,"Apr 12, 2016"
85,MLB The Show 16,PS4,7.2,"Mar 29, 2016"
85,The Last Door: Season 2,PC,7.3,"Mar 29, 2016"
85,Chime Sharp,PC,4.8,"Jul 19, 2016"
85,FIFA 17,PS4,4.9,"Sep 27, 2016"
85,DOOM,PC,8.4,"May 13, 2016"
85,Gone Home: Console Edition,PS4,4.5,"Jan 12, 2016"
84,Valkyria Chronicles Remastered,PS4,8.2,"May 17, 2016"
88,Ori and the Blind Forest,PC,8.7,"Mar 11, 2015"
87,Bloodborne: The Old Hunters,PS4,9.3,"Nov 24, 2015"
87,Oddworld: Abe's Oddysee - New 'n' Tasty,PC,7.7,"Feb 25, 2015"
87,Crypt of the NecroDancer,PC,7.7,"Apr 23, 2015"
87,Batman: Arkham Knight,PS4,7.8,"Jun 23, 2015"
87,Forza Motorsport 6,XONE,7.7,"Sep 15, 2015"
87,Skylanders SuperChargers,WIIU,5.7,"Sep 20, 2015"
87,3D Sonic the Hedgehog 2,3DS,8.4,"Oct 8, 2015"
87,Pro Evolution Soccer 2016,PS4,7.2,"Sep 15, 2015"
87,3D Out Run,3DS,8.3,"Mar 12, 2015"
87,Dark Souls II: Scholar of the First Sin,PS4,8,"Apr 7, 2015"
87,NBA 2K16,PS4,6.7,"Sep 25, 2015"
88,Thirty Flights of Loving,PC,5,"Aug 20, 2012"
88,The Witcher 2: Assassins of Kings,X360,8.3,"Apr 17, 2012"
88,The Walking Dead: Episode 3 - Long Road Ahead,X360,8.3,"Aug 29, 2012"
88,Diablo III,PC,4.1,"May 15, 2012"
88,LittleBigPlanet PS Vita,VITA,8.6,"Sep 18, 2012"
88,FIFA Soccer 13,PS3,6.6,"Sep 25, 2012"
88,The Walking Dead: Episode 5 - No Time Left,PS3,8.7,"Nov 20, 2012"
88,NBA 2K13,X360,7.3,"Oct 2, 2012"
87,Halo 4,X360,7,"Nov 6, 2012"
87,La-Mulana,WII,8.2,"Sep 20, 2012"
87,Max Payne 3,PS3,7.8,"May 15, 2012"
84,Killzone 3,PS3,8,"Feb 22, 2011"
84,Stacking,X360,8.1,"Feb 9, 2011"
84,F1 2011,X360,7.1,"Sep 20, 2011"
84,Mortal Kombat,PS3,8.4,"Apr 19, 2011"
85,Paradigm,PC,7.3,"Apr 5, 2017"
85,Battlerite,PC,7.5,"Nov 8, 2017"
85,Nioh: Bloodshed's End,PS4,6.6,"Sep 26, 2017"
85,Assassin's Creed Origins,XONE,7.5,"Oct 27, 2017"
85,Final Fantasy IX,PS4,9.1,"Sep 19, 2017"
85,The Binding of Isaac: Afterbirth +,Switch,8.1,"Mar 17, 2017"
85,Ys VIII: Lacrimosa of DANA,PS4,8.1,"Sep 12, 2017"
85,Galactic Civilizations III: Crusade,PC,6.7,"May 4, 2017"
85,SteamWorld Dig 2,PC,8.4,"Sep 22, 2017"
84,Planet Coaster,PC,7.7,"Nov 17, 2016"
84,FIFA 17,XONE,5.2,"Sep 27, 2016"
84,BioShock: The Collection,XONE,8.6,"Sep 13, 2016"
84,BlazBlue: Central Fiction,PS4,7.8,"Nov 1, 2016"
84,Salt and Sanctuary,PS4,8.1,"Mar 15, 2016"
84,Steins Gate 0,VITA,8.7,"Nov 29, 2016"
84,Gears of War 4,XONE,6.9,"Oct 11, 2016"
87,Fallout 4,PS4,6.6,"Nov 10, 2015"
86,Tales From The Borderlands: Episode 5 - The Vault of the Traveler,PC,8.7,"Oct 20, 2015"
86,Uncharted: The Nathan Drake Collection,PS4,8.6,"Oct 9, 2015"
86,Tales from the Borderlands: A Telltale Game Series,PS4,8.1,"Oct 20, 2015"
86,Final Fantasy XIV: Heavensward,PC,8.2,"Jun 23, 2015"
86,Shovel Knight,XONE,7.7,"Apr 21, 2015"
86,DmC: Devil May Cry Definitive Edition,XONE,7.5,"Mar 10, 2015"
86,Monster Hunter 4 Ultimate,3DS,8.6,"Feb 13, 2015"
86,NBA 2K16,XONE,6.1,"Sep 25, 2015"
87,Max Payne 3,PC,7.7,"May 31, 2012"
87,Battlefield 3: Armored Kill,PC,7.1,"Sep 11, 2012"
87,The Walking Dead: Episode 3 - Long Road Ahead,PS3,7.9,"Aug 28, 2012"
87,MLB 12: The Show,PS3,7.5,"Mar 6, 2012"
87,Velocity,PSP,7.6,"May 1, 2012"
87,Spelunky,X360,7.3,"Jul 4, 2012"
86,Total War: Shogun 2 - Fall of the Samurai,PC,8.5,"Mar 22, 2012"
85,Yakuza 0,PS4,8.8,"Jan 24, 2017"
85,MLB The Show 17,PS4,6.9,"Mar 28, 2017"
85,Destiny 2,PS4,4.9,"Sep 6, 2017"
85,Wipeout: Omega Collection,PS4,8.5,"Jun 6, 2017"
85,Mutant Mudds Collection,Switch,7.8,"Dec 14, 2017"
85,NeuroVoider,Switch,8,"Sep 7, 2017"
85,Starcraft Remastered,PC,7.8,"Aug 14, 2017"
85,NBA 2K18,XONE,1.5,"Sep 15, 2017"
85,Shadow Tactics: Blades of the Shogun,PS4,8.1,"Aug 1, 2017"
86,Her Story,PC,6,"Jun 24, 2015"
86,Homeworld Remastered Collection,PC,8.2,"Feb 25, 2015"
86,Rise of the Tomb Raider,XONE,8,"Nov 10, 2015"
86,SteamWorld Heist,3DS,8.4,"Dec 10, 2015"
86,Final Fantasy XIV: Heavensward,PS4,8.1,"Jun 23, 2015"
86,Destiny: The Taken King,PS4,6.2,"Sep 15, 2015"
86,Heroes of the Storm,PC,6.5,"Jun 2, 2015"
86,Code:Realize - Guardian of Rebirth,VITA,7.9,"Oct 20, 2015"
86,OlliOlli2: Welcome to Olliwood,PS4,6.5,"Mar 3, 2015"
86,Football Manager 2013,PC,6.8,"Nov 1, 2012"
86,UFC Undisputed 3,PS3,7.3,"Feb 14, 2012"
86,Black Mesa,PC,8.9,"Sep 14, 2012"
86,FIFA Soccer 13,PC,6.6,"Sep 25, 2012"
86,Tribes: Ascend,PC,7.8,"Apr 12, 2012"
86,Rayman Origins,PC,8.4,"Mar 29, 2012"
86,Crashmo,3DS,8.3,"Nov 22, 2012"
86,Tales From Space: Mutant Blobs Attack,VITA,8.3,"Feb 21, 2012"
85,Planescape: Torment - Enhanced Edition,PC,6.8,"Apr 11, 2017"
85,Pyre,PS4,7.9,"Jul 25, 2017"
85,DiRT 4,PS4,7.5,"Jun 6, 2017"
85,Mario + Rabbids: Kingdom Battle,Switch,8.5,"Aug 29, 2017"
84,Project CARS 2,XONE,5.6,"Sep 22, 2017"
84,Statik,PS4,7.8,"Apr 24, 2017"
84,Kingdom Hearts HD I.5 + II.5 Remix,PS4,9,"Mar 28, 2017"
84,Pokemon Ultra Sun,3DS,9,"Nov 17, 2017"
84,South Park: The Fractured But Whole,XONE,7.6,"Oct 17, 2017"
84,Shovel Knight: Specter of Torment,Switch,7.8,"Mar 3, 2017"
84,Rakuen,PC,8.2,"May 10, 2017"
86,Mortal Kombat X,XONE,7.4,"Apr 14, 2015"
86,Gunman Clive HD Collection,WIIU,8.1,"Sep 3, 2015"
86,Xenoblade Chronicles 3D,3DS,8.9,"Apr 10, 2015"
86,DiRT Rally,PC,8.7,"Dec 7, 2015"
86,Rocket League,PC,8.3,"Jul 5, 2015"
86,The Legend of Heroes: Trails of Cold Steel,PS3,8.8,"Dec 22, 2015"
85,Cities: Skylines,PC,8.9,"Mar 10, 2015"
85,OlliOlli2: Welcome to Olliwood,VITA,7,"Mar 3, 2015"
85,Tales from the Borderlands: A Telltale Game Series,PC,8.5,"Oct 20, 2015"
86,Max Payne 3,X360,7.8,"May 15, 2012"
86,ZEN Pinball 2,PS3,7.9,"Sep 4, 2012"
86,Dance Central 3,X360,8.1,"Oct 16, 2012"
86,Persona 4 Arena,PS3,6.5,"Aug 7, 2012"
85,Mass Effect 3: Special Edition,WIIU,7.6,"Nov 13, 2012"
85,Trials Evolution: Origin of Pain,X360,8.4,"Oct 5, 2012"
85,Assassin's Creed III,WIIU,7.2,"Nov 18, 2012"
85,Hotline Miami,PC,8.6,"Oct 23, 2012"
85,Out of the Park Baseball 13,PC,8,"Apr 9, 2012"
85,Forza Horizon,X360,8.5,"Oct 23, 2012"
85,Assassin's Creed III,PS3,6.9,"Oct 30, 2012"
97,Super Mario Galaxy 2,WII,9.1,"May 23, 2010"
85,Batman: Arkham Knight,XONE,6.8,"Jun 23, 2015"
85,Life is Strange,PS4,8.6,"Oct 20, 2015"
85,Rocket League,PS4,8.6,"Jul 7, 2015"
85,The Binding of Isaac: Afterbirth,PC,8.2,"Oct 30, 2015"
85,Chaos Reborn,PC,8.2,"Oct 26, 2015"
85,Resogun: Defenders,PS4,7.1,"Feb 17, 2015"
85,Zenzizenzic,PC,6.1,"Jul 23, 2015"
85,Mega Man Legacy Collection,PC,7.5,"Aug 25, 2015"
85,Pro Evolution Soccer 2016,XONE,6.2,"Sep 15, 2015"
85,System Shock: Enhanced Edition,PC,8.5,"Sep 22, 2015"
85,Dark Souls: Prepare to Die Edition,PC,7.6,"Aug 23, 2012"
85,NBA 2K13,WIIU,7.1,"Nov 18, 2012"
85,Sine Mora,VITA,7.2,"Nov 20, 2012"
85,The Walking Dead: Episode 3 - Long Road Ahead,PC,8.4,"Aug 29, 2012"
85,Darksiders II,WIIU,8.2,"Nov 18, 2012"
85,UFC Undisputed 3,X360,7.6,"Feb 14, 2012"
85,Mortal Kombat,VITA,7.9,"May 1, 2012"
85,Batman: Arkham City - Armored Edition,WIIU,8.4,"Nov 18, 2012"
84,The Walking Dead: Episode 2 - Starved for Help,PC,8.6,"Jun 29, 2012"
84,Pinball FX 2,PC,7.8,"Oct 27, 2012"
84,PlanetSide 2,PC,7,"Nov 20, 2012"
84,Street Fighter X Tekken,PS3,5.4,"Mar 6, 2012"
96,Mass Effect 2,X360,8.9,"Jan 26, 2010"
95,Red Dead Redemption,PS3,8.9,"May 18, 2010"
95,Red Dead Redemption,X360,9,"May 18, 2010"
94,Mass Effect 2,PC,8.8,"Jan 26, 2010"
93,Pac-Man Championship Edition DX,X360,7.8,"Nov 17, 2010"
93,Starcraft II: Wings of Liberty,PC,8.2,"Jul 27, 2010"
93,Rock Band 3,X360,8.3,"Oct 26, 2010"
92,God of War III,PS3,8.8,"Mar 16, 2010"
92,Super Street Fighter IV,PS3,7.8,"Apr 27, 2010"
91,Super Street Fighter IV,X360,7.6,"Apr 27, 2010"
91,Pac-Man Championship Edition DX,PS3,7.7,"Nov 23, 2010"
91,Rock Band 3,WII,6.8,"Oct 26, 2010"
91,Rock Band 3,PS3,8,"Oct 26, 2010"
85,Super Meat Boy,PS4,6.9,"Oct 6, 2015"
84,Rare Replay,XONE,8,"Aug 4, 2015"
84,Freedom Planet,WIIU,8.5,"Aug 20, 2015"
84,Shin Megami Tensei: Devil Survivor 2 Record Breaker,3DS,4.3,"May 5, 2015"
84,Halo 5: Guardians,XONE,6.5,"Oct 27, 2015"
84,80 Days 2015,PC,6.9,"Sep 29, 2015"
84,Hearthstone: The Grand Tournament,PC,4.1,"Aug 24, 2015"
84,Grim Fandango Remastered,VITA,7.2,"Jan 27, 2015"
84,Sound Shapes,VITA,7.8,"Aug 7, 2012"
84,Assassin's Creed III,X360,6.8,"Oct 30, 2012"
84,Trine 2: Director's Cut,WIIU,8,"Nov 18, 2012"
84,The Walking Dead: Episode 2 - Starved for Help,X360,8.6,"Jun 27, 2012"
84,Need for Speed: Most Wanted - A Criterion Game,PS3,5.9,"Oct 30, 2012"
84,F1 2012,X360,6.9,"Sep 18, 2012"
84,Need for Speed: Most Wanted - A Criterion Game,X360,5.5,"Oct 30, 2012"
84,The Walking Dead: Episode 1 - A New Day,PS3,8.2,"Apr 24, 2012"
84,FTL: Faster Than Light,PC,8.4,"Sep 14, 2012"
84,The Walking Dead: Episode 2 - Starved for Help,PS3,8.4,"Jun 29, 2012"
84,Darksiders II,PS3,7.2,"Aug 14, 2012"
84,New Super Mario Bros. U,WIIU,8.1,"Nov 18, 2012"
91,MLB 10: The Show,PS3,8.2,"Mar 2, 2010"
91,Halo: Reach,X360,8.1,"Sep 14, 2010"
90,World of Warcraft: Cataclysm,PC,5.6,"Dec 7, 2010"
90,Bayonetta,X360,8.1,"Jan 5, 2010"
90,LIMBO,X360,8.4,"Jul 21, 2010"
90,Assassin's Creed: Brotherhood,PS3,8.2,"Nov 16, 2010"
90,Super Meat Boy,X360,8,"Oct 20, 2010"
90,Sid Meier's Civilization V,PC,8,"Sep 21, 2010"
89,Shin Megami Tensei: Persona 3 Portable,PSP,7.8,"Jul 5, 2010"
89,Plants vs. Zombies,X360,8.2,"Sep 8, 2010"
89,Assassin's Creed: Brotherhood,X360,8.3,"Nov 16, 2010"
84,Axiom Verge,PS4,7.9,"Mar 31, 2015"
84,Xenoblade Chronicles X,WIIU,9,"Dec 4, 2015"
84,SOMA,PC,8.4,"Sep 22, 2015"
84,Grim Fandango Remastered,PC,8,"Jan 27, 2015"
84,Fallout 4,PC,5.5,"Nov 9, 2015"
84,Madden NFL 16,XONE,6,"Aug 25, 2015"
84,FIFA 16,XONE,4.4,"Sep 22, 2015"
84,Final Fantasy X / X-2 HD Remaster,PS4,8.6,"May 12, 2015"
83,DmC: Devil May Cry Definitive Edition,PS4,7.4,"Mar 10, 2015"
83,Life is Strange,PC,8.7,"Oct 20, 2015"
83,Steins Gate,VITA,8.8,"Jun 5, 2015"
84,Zero Escape: Virtue's Last Reward,VITA,8.8,"Oct 23, 2012"
84,NHL 13,PS3,6.8,"Sep 11, 2012"
84,Sound Shapes,PS3,7.5,"Aug 7, 2012"
89,Need for Speed: Hot Pursuit,PS3,7.4,"Nov 16, 2010"
89,Cave Story,WII,8.8,"Mar 22, 2010"
89,FIFA Soccer 11,PS3,8,"Sep 28, 2010"
89,Metal Gear Solid: Peace Walker,PSP,8.8,"Jun 8, 2010"
89,NBA 2K11,X360,8.1,"Oct 5, 2010"
89,NBA 2K11,PS3,7.6,"Oct 5, 2010"
88,DJ Hero 2,WII,7.5,"Oct 19, 2010"
88,NHL 11,PS3,7.2,"Sep 7, 2010"
83,Resident Evil HD Remaster,PS4,8.2,"Jan 20, 2015"
88,BioShock 2,X360,8.2,"Feb 9, 2010"
88,Battlefield: Bad Company 2,PS3,8.6,"Mar 2, 2010"
88,Battlefield: Bad Company 2,X360,8.6,"Mar 2, 2010"
88,Pinball FX 2,X360,8.2,"Oct 27, 2010"
88,NHL 11,X360,7.7,"Sep 7, 2010"
88,Call of Duty: Black Ops,PS3,6.5,"Nov 9, 2010"
88,BioShock 2,PS3,8.2,"Feb 9, 2010"
88,BioShock 2,PC,8,"Feb 9, 2010"
88,Battlefield: Bad Company 2 Vietnam,PS3,7.5,"Dec 21, 2010"
88,FIFA Soccer 11,X360,7.5,"Sep 28, 2010"
