,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
11511,High Heat Major League Baseball 2004,XB,2003,Sports,3DO,0.06,0.02,0.0,0.0,0.08,83.0,14.0,8.4,8.0,3DO,E
11512,TimeSplitters: Future Perfect,GC,2005,Shooter,Electronic Arts,0.06,0.02,0.0,0.0,0.08,82.0,32.0,9.1,41.0,Free Radical Design,M
11513,Pro Cycling Manager 2016,PS4,2016,Sports,Focus Home Interactive,0.0,0.07,0.0,0.01,0.08,,,,,,
11514,Sports Collection,DS,2010,Sports,Ubisoft,0.06,0.01,0.0,0.01,0.08,,,tbd,,Ubisoft,E
11515,Captain Tsubasa: New Kick Off,DS,2010,Sports,Konami Digital Entertainment,0.0,0.02,0.06,0.0,0.08,,,,,,
11516,Puzzler Mind Gym 3D,3DS,2011,Puzzle,Ubisoft,0.07,0.0,0.0,0.01,0.08,51.0,5.0,tbd,,Ubisoft,E
11517,"Warhammer 40,000: Dawn of War II - Retribution",PC,2011,Strategy,THQ,0.0,0.06,0.0,0.02,0.08,80.0,52.0,7.8,235.0,Relic,M
11518,Kenshuui Tendo Dokuta,DS,2004,Simulation,Spike,0.0,0.0,0.08,0.0,0.08,,,,,,
11519,Super Sentai Battle: Ranger Cross,Wii,2011,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
11520,The Sims 2: Ikea Home Stuff,PC,2008,Simulation,Electronic Arts,0.0,0.07,0.0,0.01,0.08,,,tbd,,Electronic Arts,T
11521,AKB1/149: Love Election,PS3,2013,Adventure,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
11522,Pilot ni Narou! 2,PS2,2001,Simulation,Victor Interactive,0.0,0.0,0.08,0.0,0.08,,,,,,
11523,Gradius III and IV,PS2,2000,Shooter,Konami Digital Entertainment,0.04,0.03,0.0,0.01,0.08,64.0,15.0,tbd,,KCET,E
11524,Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama,PSP,2011,Strategy,Acquire,0.0,0.0,0.08,0.0,0.08,,,,,,
11525,Sherlock Holmes: Crimes & Punishments,XOne,2014,Adventure,Focus Home Interactive,0.03,0.04,0.0,0.01,0.08,,,,,,
11526,Incredible Crisis,PS,1999,Action,Titus,0.04,0.03,0.0,0.01,0.08,80.0,11.0,7.5,11.0,Polygon Magic,T
11527,Midway Arcade Treasures 3,XB,2005,Misc,Midway Games,0.06,0.02,0.0,0.0,0.08,68.0,29.0,tbd,,Digital Eclipse,E
11528,SingStar Apres-Ski Party 2,PS3,2010,Misc,Sony Computer Entertainment,0.0,0.06,0.0,0.01,0.08,,,,,,
11529,Samurai Shodown III,NG,1995,Fighting,SNK,0.0,0.0,0.08,0.0,0.08,,,,,,
11530,The King of Fighters EX2: Howling Blood,GBA,2002,Fighting,Marvelous Interactive,0.06,0.02,0.0,0.0,0.08,80.0,10.0,9.1,10.0,Marvelous,T
11531,Cabela's North American Adventures,PS2,2010,Sports,Activision,0.04,0.03,0.0,0.01,0.08,,,tbd,,FUN Labs,T
11532,Akiba's Trip Plus,PSP,2012,Adventure,Acquire,0.0,0.0,0.08,0.0,0.08,,,,,,
11533,Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars,GBA,2004,Strategy,Nintendo,0.0,0.0,0.08,0.0,0.08,,,,,,
11534,Little League World Series Baseball: Double Play,Wii,2010,Sports,Activision,0.07,0.0,0.0,0.01,0.08,,,tbd,,Activision,E
11535,Kobitodzukan: Kobito no Fushigi - Jikken Set,3DS,2013,Misc,Nippon Columbia,0.0,0.0,0.08,0.0,0.08,,,,,,
11536,Bakugan: Rise of the Resistance,DS,2011,Strategy,Activision,0.05,0.02,0.0,0.01,0.08,,,tbd,,Magic Pockets,E10+
11537,Ice Age 2: The Meltdown,Wii,2006,Platform,Vivendi Games,0.06,0.01,0.0,0.01,0.08,66.0,9.0,7.8,5.0,Vivendi Games,E10+
11538,Famicom Mini: Star Soldier,GBA,2004,Shooter,Nintendo,0.0,0.0,0.08,0.0,0.08,,,,,,
11539,Sentimental Graffiti 2,DC,2000,Adventure,NEC Interchannel,0.0,0.0,0.08,0.0,0.08,,,,,,
11540,Shonen Jump's One Piece: Pirates Carnival,GC,2005,Misc,Namco Bandai Games,0.06,0.02,0.0,0.0,0.08,,,,,,
11541,The Bachelor: The Videogame,DS,2010,Misc,Warner Bros. Interactive Entertainment,0.07,0.0,0.0,0.01,0.08,,,tbd,,Ludia Inc.,T
11542,Goblin Commander: Unleash the Horde,XB,2003,Strategy,Jaleco,0.06,0.02,0.0,0.0,0.08,70.0,22.0,tbd,,Jaleco Entertainment,T
11543,Doraemon: Nobita and the Island of Miracles,3DS,2012,Action,FuRyu,0.0,0.0,0.08,0.0,0.08,,,,,,
11544,Gekijouban Madoka Magicka: The Battle Pentagram,PSV,2013,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
11545,Sentimental Graffiti: First Window,SAT,1997,Adventure,NEC Interchannel,0.0,0.0,0.08,0.0,0.08,,,,,,
11546,Cartoon Network Collection: Game Boy Advance Video Volume 2,GBA,2004,Misc,,0.06,0.02,0.0,0.0,0.08,,,,,,
11547,Knights Contract,X360,2011,Action,Namco Bandai Games,0.05,0.03,0.0,0.01,0.08,49.0,41.0,5.6,16.0,Game Republic,M
11548,Tempest 3X,PS,1995,Shooter,Interplay,0.04,0.03,0.0,0.01,0.08,,,,,,
11549,Hidden Invasion,PS2,2001,Shooter,Swing! Entertainment,0.04,0.03,0.0,0.01,0.08,39.0,4.0,5.8,4.0,Toka,T
11550,A-Train,PS,1995,Simulation,Sony Computer Entertainment,0.02,0.01,0.04,0.01,0.08,,,,,,
11551,Get Fit with Mel B,X360,0,Sports,Black Bean Games,0.0,0.06,0.0,0.01,0.08,57.0,7.0,,,Lightning Fish Games,E
11552,Disney's Meet the Robinsons,X360,2007,Action,Disney Interactive Studios,0.07,0.0,0.0,0.01,0.08,65.0,21.0,tbd,,Buena Vista Games,E10+
11553,Superman: Shadow of Apokolips,GC,2003,Action,Atari,0.06,0.02,0.0,0.0,0.08,66.0,7.0,7.3,8.0,Atari,E
11554,Pony Friends 2,Wii,2009,Simulation,Eidos Interactive,0.03,0.04,0.0,0.01,0.08,,,tbd,,Tantalus Interactive,E
11555,Armored Core 3 Portable,PSP,2009,Simulation,From Software,0.0,0.0,0.08,0.0,0.08,43.0,6.0,6.7,6.0,From Software,T
11556,PAC-MAN and the Ghostly Adventures,X360,2013,Platform,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08,49.0,7.0,5.1,13.0,"Namco Bandai Games, Monkey Bar Games",E10+
11557,Bleach: Erabareshi Tamashii,PS2,2005,Adventure,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
11558,Sengoku Musou 3: Moushouden ,Wii,2011,Action,Ackkstudios,0.0,0.0,0.08,0.0,0.08,,,,,,
11559,Witches & Vampires: The Secrets of Ashburry,DS,2010,Adventure,DTP Entertainment,0.05,0.02,0.0,0.01,0.08,,,,,,
11560,Batman: Dark Tomorrow,GC,2003,Action,Kemco,0.06,0.02,0.0,0.0,0.08,29.0,14.0,3.2,19.0,Kemco,T
11561,Pac-Man and the Ghostly Adventures 2,3DS,2014,Adventure,Namco Bandai Games,0.03,0.04,0.0,0.01,0.08,60.0,6.0,tbd,,Vicious Cycle,E10+
11562,Crush,PSP,2007,Puzzle,Sega,0.07,0.0,0.0,0.01,0.08,83.0,41.0,9,21.0,Zoe Mode,E10+
11563,Discovery Kids: Spider Quest,DS,2009,Misc,505 Games,0.07,0.0,0.0,0.01,0.08,,,tbd,,505 Games,E
11564,Yuu Yuu Hakusho: Makyo Toitsusen,GEN,1994,Fighting,Sega,0.0,0.0,0.08,0.0,0.08,,,,,,
11565,The First Templar,PC,2011,Action,Kalypso Media,0.06,0.01,0.0,0.01,0.08,57.0,19.0,5.8,60.0,Haemimont,T
11566,Rock Revolution,Wii,0,Misc,Unknown,0.07,0.0,0.0,0.01,0.08,46.0,4.0,tbd,,"Zoe Mode, HB Studios Multimedia",T
11567,Ogre Battle Series: Tactics Ogre,PS,1997,Role-Playing,Atlus,0.04,0.03,0.0,0.01,0.08,,,,,,
11568,Ultimate Card Games DS,DS,2008,Strategy,Telegames,0.07,0.0,0.0,0.01,0.08,,,tbd,,Cosmigo,E
11569,Jillian Michaels Fitness Ultimatum 2010,DS,2009,Sports,Majesco Entertainment,0.07,0.0,0.0,0.01,0.08,,,8.2,5.0,Mistic Software,E
11570,Battlestar Galactica,XB,2003,Shooter,Vivendi Games,0.06,0.02,0.0,0.0,0.08,63.0,25.0,tbd,,Warthog,T
11571,Fireblade,XB,2002,Action,Midway Games,0.06,0.02,0.0,0.0,0.08,71.0,5.0,tbd,,Kuju Entertainment,T
11572,Earth Defense Force 2017,X360,2006,Action,D3Publisher,0.04,0.0,0.03,0.0,0.08,69.0,55.0,7.7,60.0,Sandlot,T
11573,Tomb Raider: Legend,GC,2006,Action,Eidos Interactive,0.06,0.02,0.0,0.0,0.08,78.0,6.0,7.8,8.0,Crystal Dynamics,T
11574,Boxing Fever,GBA,2001,Sports,THQ,0.06,0.02,0.0,0.0,0.08,76.0,10.0,tbd,,Digital Fiction,E
11575,RoadKill,XB,2003,Action,Midway Games,0.06,0.02,0.0,0.0,0.08,68.0,23.0,7.4,5.0,Terminal Reality,M
11576,The $1 Pyramid,Wii,2011,Misc,Ubisoft,0.07,0.0,0.0,0.01,0.08,,,,,,
11577,Game of Thrones,PC,2012,Role-Playing,Focus Home Interactive,0.0,0.07,0.0,0.01,0.08,58.0,23.0,6.5,345.0,"Cyanide, Cyanide Studios",M
11578,From Russia With Love,PSP,2006,Action,Electronic Arts,0.07,0.0,0.0,0.01,0.08,61.0,33.0,6.9,12.0,Rebellion,T
11579,UEFA Euro 2016,PS3,2016,Sports,Konami Digital Entertainment,0.0,0.04,0.03,0.01,0.08,,,,,,
11580,7 Wonders of the Ancient World,PSP,2007,Puzzle,Mumbo Jumbo,0.07,0.0,0.0,0.01,0.08,51.0,10.0,tbd,,MumboJumbo,E
11581,Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki,PS2,2007,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
11582,Lost Dimension,PSV,2014,Role-Playing,Nippon Ichi Software,0.03,0.01,0.02,0.02,0.08,72.0,28.0,8.3,35.0,FuRyu,T
11583,Indycar Series 2005,XB,2004,Action,Codemasters,0.06,0.02,0.0,0.0,0.08,72.0,33.0,tbd,,Codemasters,E
11584,Resident Evil 6,PS4,2016,Shooter,Capcom,0.06,0.0,0.0,0.01,0.08,60.0,19.0,6.7,94.0,Capcom,M
11585,Final Fantasy XI: Vana'diel Collection 2008,PS2,2007,Role-Playing,Square Enix,0.03,0.03,0.01,0.01,0.08,,,tbd,,Square Enix,T
11586,Assassin's Creed: Rogue,PC,2015,Action,Ubisoft,0.05,0.02,0.0,0.01,0.08,74.0,25.0,7.5,362.0,Ubisoft,M
11587,Taz Wanted,GC,2002,Platform,Atari,0.06,0.02,0.0,0.0,0.08,61.0,5.0,7,5.0,Blitz Games,E
11588,Drama Queens,DS,2009,Misc,Majesco Entertainment,0.07,0.0,0.0,0.01,0.08,,,tbd,,Sensory Sweep,T
11589,Wordfish,DS,2008,Puzzle,Ubisoft,0.07,0.0,0.0,0.01,0.08,,,tbd,,Ubisoft,E
11590,Tomb Raider: Underworld,PC,2008,Action,Eidos Interactive,0.0,0.06,0.0,0.01,0.08,80.0,20.0,7.7,272.0,Nixxes Software,T
11591,Penny Racers Party: Turbo-Q Speedway,Wii,2008,Racing,Takara Tomy,0.07,0.0,0.0,0.01,0.08,,,tbd,,Takara Tomy,E
11592,Skydiving Extreme,PS,2001,Sports,Banpresto,0.04,0.03,0.0,0.01,0.08,,,,,,
11593,Evil Dead: Regeneration,XB,2005,Action,THQ,0.06,0.02,0.0,0.0,0.08,66.0,34.0,tbd,,Cranky Pants Games,M
11594,Evolution Worlds,GC,2002,Role-Playing,Ubisoft,0.06,0.02,0.0,0.0,0.08,63.0,20.0,8,10.0,Sting,E
11595,Far Cry Vengeance,Wii,2006,Shooter,Ubisoft,0.06,0.01,0.0,0.01,0.08,38.0,23.0,5.3,53.0,Ubisoft Montreal,M
11596,Petz Fantasy: Sunshine Magic,DS,2010,Simulation,Ubisoft,0.07,0.0,0.0,0.01,0.08,,,tbd,,Digital Kids,E
11597,Code Lyoko: Fall of X.A.N.A.,DS,2008,Adventure,Game Factory,0.07,0.0,0.0,0.01,0.08,51.0,11.0,6.3,4.0,The Game Factory,E
11598,Worms: A Space Oddity,Wii,2008,Strategy,THQ,0.06,0.02,0.0,0.01,0.08,64.0,26.0,4.3,13.0,Team 17,E10+
11599,Motto! Stitch! DS Rhythm de Rakugaki Daisakusen,DS,2010,Misc,Disney Interactive Studios,0.0,0.0,0.08,0.0,0.08,,,,,,
11600,Rapala Pro Bass Fishing 2010,PS2,2010,Sports,Activision,0.04,0.03,0.0,0.01,0.08,,,tbd,,FUN Labs,E
11601,Dungeon Travelers 2: The Royal Library & The Monster Seal,PSP,2013,Role-Playing,Aqua Plus,0.0,0.0,0.08,0.0,0.08,,,,,,
11602,MLB Front Office Manager,PS3,2009,Sports,Take-Two Interactive,0.07,0.0,0.0,0.01,0.08,49.0,8.0,6.5,8.0,Blue Castle Games,E
11603,Sub Rebellion,PS2,2002,Simulation,Metro 3D,0.04,0.03,0.0,0.01,0.08,71.0,14.0,tbd,,Racjin,T
11604,Horrid Henry's Horrid Adventure,DS,2010,Adventure,Asylum Entertainment,0.0,0.07,0.0,0.01,0.08,,,,,,
11605,X Rebirth,PC,2013,Simulation,Koch Media,0.0,0.08,0.0,0.0,0.08,33.0,24.0,3.3,1340.0,Egosoft,T
11606,Striker 96,PS,1995,Sports,Time Warner Interactive,0.04,0.03,0.0,0.01,0.08,,,,,,
11607,Pocket Dogs,GBA,2004,Misc,Agatsuma Entertainment,0.06,0.02,0.0,0.0,0.08,,,,,,
11608,Tokimeki Memorial 4,PSP,2009,Adventure,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
11609,Bleach: Heat the Soul 4,PSP,2007,Fighting,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
11610,Song of the Deep,PS4,2016,Action,Insomniac Games,0.06,0.0,0.0,0.01,0.08,69.0,41.0,7.3,30.0,Insomniac Games,E
11611,Dragon's Dogma Online,PS4,2015,Role-Playing,Capcom,0.0,0.0,0.08,0.0,0.08,,,,,,
11612,Real Robots Final Attack,PS,1998,Shooter,Banpresto,0.0,0.0,0.07,0.01,0.08,,,,,,
11613,New International Track & Field,DS,2008,Sports,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,,,,,,
11614,World Series of Poker 2008: Battle for the Bracelets,X360,2007,Misc,Activision,0.06,0.01,0.0,0.01,0.08,74.0,10.0,6.7,6.0,Left Field Productions,T
11615,P.N.03 - Product Number Three,GC,2003,Shooter,Capcom,0.06,0.02,0.0,0.0,0.08,,,,,,
11616,Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougen​,PS3,2007,Adventure,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
11617,Ape Escape: Pumped & Primed,PS2,2004,Misc,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.08,,,,,,
11618,Super Monkey Ball Adventure,PSP,2006,Platform,Sega,0.05,0.02,0.0,0.01,0.08,56.0,23.0,5.9,7.0,TT Games,E
11619,Monster Trucks DS,DS,2005,Racing,Majesco Entertainment,0.07,0.0,0.0,0.01,0.08,33.0,7.0,,,Skyworks Technologies,E
11620,FabStyle,DS,2011,Strategy,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,,,,,,
11621,Outlaw Tennis,PS2,2005,Sports,Global Star,0.04,0.03,0.0,0.01,0.08,67.0,15.0,tbd,,Hypnotix,M
11622,Medabots Dual: Kabuto / Kuwagata,3DS,2013,Role-Playing,Rocket Company,0.0,0.0,0.08,0.0,0.08,,,,,,
11623,Happy Feet Two,Wii,0,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0.0,0.01,0.08,,,,,,
11624,Adventure Time: Explore the Dungeon Because I Don't Know!,X360,2013,Action,D3Publisher,0.03,0.04,0.0,0.01,0.08,,,,,,
11625,LEGO Soccer Mania,GBA,2002,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,,,,,,
11626,Worms: Open Warfare,DS,2006,Strategy,THQ,0.05,0.02,0.0,0.01,0.08,64.0,24.0,7,16.0,Team 17,E10+
11627,Resident Evil Zero,XOne,2016,Action,Capcom,0.05,0.02,0.0,0.01,0.08,,,,,,
11628,Gadget Racers,PS2,2000,Racing,Midas Interactive Entertainment,0.04,0.03,0.0,0.01,0.08,67.0,10.0,7.4,7.0,Barnhouse Effect,E
11629,Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,2003,Role-Playing,Sega,0.06,0.02,0.0,0.0,0.08,71.0,24.0,8.2,13.0,Sonic Team,T
11630,Assassin's Creed The Ezio Collection,XOne,2016,Action,Ubisoft,0.03,0.04,0.0,0.01,0.08,74.0,13.0,7.6,24.0,Ubisoft Montreal,M
11631,ZhuZhu Babies,DS,2011,Simulation,Activision,0.06,0.01,0.0,0.01,0.08,,,tbd,,Activision,E
11632,Bleach: Heat the Soul 7,PSP,2010,Fighting,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
11633,Nanashi no Game,DS,2008,Adventure,Square Enix,0.0,0.0,0.08,0.0,0.08,,,,,,
11634,Diego's Build & Rescue,DS,2010,Action,Take-Two Interactive,0.07,0.0,0.0,0.01,0.08,,,,,,
11635,Auto Destruct,PS,1998,Action,Electronic Arts,0.04,0.03,0.0,0.01,0.08,,,,,,
11636,Ultimate Ghosts 'n Goblins,PSP,2006,Platform,Capcom,0.07,0.0,0.0,0.01,0.08,72.0,49.0,7.7,18.0,TOSE,E10+
11637,Samurai Warriors 2,X360,2006,Action,Tecmo Koei,0.07,0.01,0.0,0.01,0.08,52.0,30.0,8.7,18.0,Omega Force,T
11638,TrackMania DS,DS,2008,Racing,Focus Home Interactive,0.06,0.01,0.0,0.01,0.08,75.0,38.0,6.9,12.0,Firebrand Games,E
11639,Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,3DS,2012,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
11640,GOTHA: Ismailia Seneki,SAT,1995,Strategy,Sega,0.0,0.0,0.08,0.0,0.08,,,,,,
11641,Ultimate Fighting Championship: Throwdown,GC,2002,Fighting,Ubisoft,0.06,0.02,0.0,0.0,0.08,67.0,8.0,tbd,,Crave,T
11642,Major League Baseball 2K12,DS,2012,Sports,Take-Two Interactive,0.07,0.0,0.0,0.01,0.08,,,tbd,,Visual Concepts,E
11643,Zoo Tycoon (2013),X360,2013,Simulation,Microsoft Game Studios,0.02,0.06,0.0,0.01,0.08,,,,,,
11644,Silent Hunter III,PC,2005,Simulation,Ubisoft,0.0,0.07,0.0,0.01,0.08,90.0,23.0,7.9,95.0,Ubisoft,T
11645,Alien Syndrome,PSP,2007,Role-Playing,Sega,0.07,0.0,0.0,0.01,0.08,51.0,20.0,6,9.0,Totally Games,T
11646,Deep Fear,SAT,1998,Adventure,Sega,0.0,0.0,0.08,0.0,0.08,,,,,,
11647,Skeleton Warriors,PS,1996,Platform,Virgin Interactive,0.04,0.03,0.0,0.01,0.08,,,,,,
11648,Ford vs. Chevy,XB,2005,Racing,Global Star,0.06,0.02,0.0,0.0,0.08,,,tbd,,2K Games,E
11649,Endgame,PS2,2002,Shooter,Empire Interactive,0.04,0.03,0.0,0.01,0.08,57.0,12.0,6.8,5.0,Cunning Developments,T
11650,The Dukes of Hazzard: Return of the General Lee,XB,2004,Racing,Ubisoft,0.06,0.02,0.0,0.0,0.08,49.0,18.0,7,4.0,Ratbag,E
11651,Criminal Girls: Invite Only,PSP,2010,Role-Playing,Nippon Ichi Software,0.0,0.0,0.08,0.0,0.08,,,,,,
11652,Ultimate Duck Hunting,Wii,2009,Sports,Zoo Digital Publishing,0.07,0.0,0.0,0.01,0.08,28.0,5.0,tbd,,Mid Carolina Media,T
11653,Just Dance: Disney Party 2,WiiU,2015,Action,Ubisoft,0.06,0.01,0.0,0.01,0.08,,,tbd,,Ubisoft,E
11654,Dreamer Series: Shop Owner,DS,2009,Simulation,Deep Silver,0.07,0.0,0.0,0.01,0.08,,,tbd,,Dreamcatcher,E
11655,Virus,SAT,1997,Shooter,Hudson Soft,0.0,0.0,0.08,0.0,0.08,,,,,,
11656,Jikkyou Powerful Pro Yakyuu Next,Wii,2009,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
11657,The Sims 3: Barnacle Bay,PC,2011,Simulation,Electronic Arts,0.07,0.0,0.0,0.01,0.08,,,6.7,9.0,Maxis,T
11658,WWE Crush Hour,GC,2003,Racing,THQ,0.06,0.02,0.0,0.0,0.08,55.0,14.0,7,5.0,Pacific Coast Power & Light,T
11659,Metal Gear Solid V: The Phantom Pain,PC,2015,Action,Konami Digital Entertainment,0.0,0.07,0.0,0.0,0.08,91.0,13.0,7.7,1963.0,Kojima Productions,M
11660,Dragon Shadow Spell,PS2,2007,Role-Playing,Flight-Plan,0.0,0.0,0.08,0.0,0.08,,,,,,
11661,Dragon Slayer: The Legend of Heroes,GEN,1994,Role-Playing,Sega,0.0,0.0,0.08,0.0,0.08,,,,,,
11662,Sound Novel Tsukuru,SNES,1996,Misc,ASCII Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
11663,The Idolm@ster,X360,2007,Simulation,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
11664,Momotarou Dentetsu 11,GC,2002,Misc,Hudson Soft,0.0,0.0,0.07,0.0,0.08,,,,,,
11665,NHL Hitz 20-03,GC,2002,Sports,Midway Games,0.06,0.02,0.0,0.0,0.08,82.0,12.0,8.4,5.0,Midway,E
11666,Adventure Time: Finn & Jake Investigations,X360,2015,Action,Little Orbit,0.03,0.05,0.0,0.01,0.08,,,,,,
11667,Guilty Gear XX Slash,PS2,2006,Fighting,Sammy Corporation,0.0,0.0,0.08,0.0,0.08,,,,,,
11668,C.O.P.: The Recruit,DS,2009,Action,Ubisoft,0.05,0.02,0.0,0.01,0.08,55.0,38.0,7.5,13.0,Velez & Dubail,T
11669,Mission Runway,DS,2008,Simulation,Eidos Interactive,0.07,0.01,0.0,0.01,0.08,,,tbd,,"THQ, Independent Arts",E
11670,Urban Reign,PS2,2005,Action,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08,60.0,44.0,8.2,26.0,Namco,T
11671,Super Robot Taisen Z Special Disc,PS2,2009,Misc,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
11672,Slayers Royal 2,SAT,1998,Role-Playing,Kadokawa Shoten,0.0,0.0,0.08,0.0,0.08,,,,,,
11673,Cate West: The Vanishing Files,Wii,2009,Adventure,Oxygen Interactive,0.07,0.0,0.0,0.01,0.08,65.0,8.0,tbd,,Destineer,E10+
11674,Soul Bubbles,DS,2008,Puzzle,Eidos Interactive,0.05,0.02,0.0,0.01,0.08,78.0,33.0,8,22.0,Mekensleep,E
11675,Resident Evil 3: Nemesis,GC,2003,Action,Capcom,0.06,0.02,0.0,0.0,0.08,62.0,14.0,8.3,44.0,Capcom,M
11676,All-Star Baseball 2004,GC,2003,Sports,Acclaim Entertainment,0.06,0.02,0.0,0.0,0.08,80.0,14.0,9.2,5.0,Acclaim,E
11677,Bangai-O Spirits,DS,2008,Shooter,D3Publisher,0.07,0.0,0.0,0.01,0.08,83.0,38.0,8.1,27.0,Treasure,E10+
11678,Valentino Rossi: The Game,PS4,2016,Racing,Namco Bandai Games,0.01,0.05,0.0,0.01,0.08,75.0,19.0,8,50.0,"Milestone, Milestone S.r.l",E
11679,Ultimate Party Challenge,Wii,2009,Misc,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,,,tbd,,Konami,E
11680,Team Elimination Games,Wii,2009,Misc,Ubisoft,0.07,0.0,0.0,0.01,0.08,,,tbd,,Ubisoft,E
11681,Whac-A-Mole,DS,2005,Puzzle,Zoo Digital Publishing,0.07,0.0,0.0,0.01,0.08,,,5.4,7.0,DC Studios,E
11682,Samurai Warriors Chronicles 3,3DS,2014,Action,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,63.0,13.0,6.1,10.0,Omega Force,T
11683,Winter Stars,PS3,2011,Sports,Deep Silver,0.01,0.05,0.0,0.01,0.08,53.0,6.0,tbd,,49Games,E
11684,Dawn of Heroes,DS,2010,Role-Playing,Majesco Entertainment,0.07,0.0,0.0,0.01,0.08,69.0,4.0,tbd,,Wicked Studios,E10+
11685,Lost in Blue: Shipwrecked,Wii,2008,Adventure,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,54.0,11.0,6,6.0,Hudson Soft,E10+
11686,Salon Superstar,DS,2009,Simulation,505 Games,0.07,0.0,0.0,0.0,0.08,,,tbd,,505 Games,E
11687,Scooby-Doo! Who's Watching Who?,PSP,2006,Adventure,THQ,0.07,0.0,0.0,0.01,0.08,,,,,,
11688,Madden NFL 08,GC,2007,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,75.0,4.0,7,7.0,EA Tiburon,E
11689,Aliens in the Attic,Wii,2009,Action,Playlogic Game Factory,0.07,0.0,0.0,0.01,0.08,,,tbd,,Revistronic,E10+
11690,Ro-Kyu-Bu!,PSP,2011,Adventure,Kadokawa Shoten,0.0,0.0,0.08,0.0,0.08,,,,,,
11691,Frogger Beyond,XB,2002,Platform,Konami Digital Entertainment,0.06,0.02,0.0,0.0,0.08,,,tbd,,Konami,E
11692,Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!,DS,2007,Fighting,Takara Tomy,0.0,0.0,0.08,0.0,0.08,,,,,,
11693,World Championship Poker: Deluxe Series,DS,2005,Misc,505 Games,0.07,0.0,0.0,0.01,0.08,67.0,8.0,tbd,,Sensory Sweep,E
11694,Stuart Little 3: Big Photo Adventure,PS2,2005,Platform,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.08,71.0,5.0,7.7,7.0,Magenta Software,E
11695,"Ni Hao, Kai-lan: Super Game Day",PS2,2009,Misc,Take-Two Interactive,0.04,0.03,0.0,0.01,0.08,,,tbd,,Take-Two Interactive,E
11696,Serious Sam 3: BFE,PC,2011,Shooter,Mastertronic,0.01,0.05,0.0,0.01,0.08,72.0,53.0,8.2,586.0,Croteam,
11697,Ultimate Shooting Collection,Wii,2008,Shooter,Milestone,0.07,0.0,0.0,0.0,0.08,66.0,4.0,tbd,,MileStone Inc.,E
11698,Pro Yakyuu Famista DS 2010,DS,2010,Sports,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
11699,Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,DS,2008,Fighting,Takara Tomy,0.0,0.0,0.08,0.0,0.08,,,,,,
11700,Captain Tsubasa,PS2,2006,Sports,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
11701,Infernal: Hell's Vengeance,X360,2009,Shooter,Playlogic Game Factory,0.06,0.01,0.0,0.01,0.08,35.0,23.0,5.3,10.0,Metropolis Software,M
11702,Pitfall: The Lost Expedition,GC,2004,Platform,Activision,0.06,0.02,0.0,0.0,0.08,73.0,25.0,8.6,8.0,Edge of Reality,E
11703,No One Can Stop Mr. Domino!,PS,1998,Misc,JVC,0.04,0.03,0.0,0.0,0.08,,,,,,
